,NC Number,Initiation Date,Initial Failure Mode,Disposition,Lot Number,Dispositioned Quantity,Product,Client Name,,Department,Disposition Completed,Disposition in Execution,Closed Date,Disposition Completed Date,ea Cost,Cost,IFM Description,IFM Inspection,IFM Process,Created Date,Discovery/Plant Area,Root Cause,Root Cause Description,Status,Value Stream
226,NC-IL081-34626,2021-09-16 00:00:00,PCR out of parameters.,Accept,21J02963,400,WP8506,,,Quality,Yes,Yes,2021-09-30 21:12:35.753000,2021-09-30 00:00:00,7.7,3080.0,,Not Specified,Process,2021-09-16,131,Human Error,The most likely root cause is that the Cell Tech documented the Fill Time PCR reading out of parameters prior to the process being stabilized.,CLOSED,Container
227,NC-IL081-34770,2021-09-23 00:00:00,SFF-M-V-Contamination/Specks 1,Accept,18J21263X,307200,6492739,,,Quality,Yes,Yes,2021-10-19 19:13:04.870000,2021-10-19 00:00:00,121.4,37294080.0,"Contaminations/Specks Type 1:  Inclusions within the molded plastic Barrel luer, fluid pathway  or ability to affect sterility - no defects allowed regardless of size or qty.",,,2021-09-23,S7R,Shipping & Distribution,Shipping & Distribution,CLOSED,Syringe
228,NC-IL081-34770,2021-09-23 00:00:00,SFF-M-V-Contamination/Specks 1,Accept,18K22163X,306400,6492739,,,Quality,Yes,Yes,2021-10-19 19:13:04.870000,2021-10-19 00:00:00,121.4,37196960.0,"Contaminations/Specks Type 1:  Inclusions within the molded plastic Barrel luer, fluid pathway  or ability to affect sterility - no defects allowed regardless of size or qty.",,,2021-09-23,S7R,Shipping & Distribution,Shipping & Distribution,CLOSED,Syringe
229,NC-IL081-34770,2021-09-23 00:00:00,SFF-M-V-Contamination/Specks 1,Accept,18K22063X,307200,6492739,,,Quality,Yes,Yes,2021-10-19 19:13:04.870000,2021-10-19 00:00:00,121.4,37294080.0,"Contaminations/Specks Type 1:  Inclusions within the molded plastic Barrel luer, fluid pathway  or ability to affect sterility - no defects allowed regardless of size or qty.",,,2021-09-23,S7R,Shipping & Distribution,Shipping & Distribution,CLOSED,Syringe
230,NC-IL081-34770,2021-09-23 00:00:00,SFF-M-V-Contamination/Specks 1,Accept,18J21163X,79200,6492739,,,Quality,Yes,Yes,2021-10-19 19:13:04.870000,2021-10-19 00:00:00,121.4,9614880.0,"Contaminations/Specks Type 1:  Inclusions within the molded plastic Barrel luer, fluid pathway  or ability to affect sterility - no defects allowed regardless of size or qty.",,,2021-09-23,S7R,Shipping & Distribution,Shipping & Distribution,CLOSED,Syringe
231,NC-IL081-34770,2021-09-23 00:00:00,SFF-M-V-Contamination/Specks 1,Accept,18H22063X,306400,6492739,,,Quality,Yes,Yes,2021-10-19 19:13:04.870000,2021-10-19 00:00:00,121.4,37196960.0,"Contaminations/Specks Type 1:  Inclusions within the molded plastic Barrel luer, fluid pathway  or ability to affect sterility - no defects allowed regardless of size or qty.",,,2021-09-23,S7R,Shipping & Distribution,Shipping & Distribution,CLOSED,Syringe
232,NC-IL081-34815,2021-09-25 00:00:00,CFF-D-Molding 3,Accept,21H198568,15015,WP8985,,,Quality,Yes,Yes,2021-11-18 20:07:48.067000,2021-11-18 00:00:00,1.6,24024.0,Gasket Height,Dimensional,Gasketing,2021-09-25,C64,Process/Method,Inconsistency in execution of line challenge checklist resulting in the lid being unlevel when gasket material was applied.,CLOSED,Container
233,NC-IL081-34815,2021-09-25 00:00:00,CFF-D-Molding 3,UseAsIs,21H00963,3310,8985CRH,,,Quality,Yes,Yes,2021-11-18 20:07:48.067000,2021-11-18 00:00:00,40.7,134717.0,Gasket Height,Dimensional,Gasketing,2021-09-25,C64,Process/Method,Inconsistency in execution of line challenge checklist resulting in the lid being unlevel when gasket material was applied.,CLOSED,Container
234,NC-IL081-34815,2021-09-25 00:00:00,CFF-D-Molding 3,UseAsIs,21E17863,5420,8985PG2,,,Quality,Yes,Yes,2021-11-18 20:07:48.067000,2021-11-18 00:00:00,41.8,226555.99999999997,Gasket Height,Dimensional,Gasketing,2021-09-25,C64,Process/Method,Inconsistency in execution of line challenge checklist resulting in the lid being unlevel when gasket material was applied.,CLOSED,Container
235,NC-IL081-34916,2021-09-29 00:00:00,"CFF-V-Flash (Non-Functional Area), Gate",Accept,21F13863,20225,8938,,,Quality,Yes,Yes,2021-11-02 17:30:56.713000,2021-11-02 00:00:00,37.3,754392.5,Sharp Flash; Surfaces A & B: greater than or equal to 0.080”; Surface C: greater than or equal to 0.125”; All Surfaces: more than 3 locations in total,Visual,Molding,2021-09-30,C54,Tooling/ fixture wear,Wear on tooling causes variation,CLOSED,Container
236,NC-IL081-34916,2021-09-29 00:00:00,"CFF-V-Flash (Non-Functional Area), Gate",UseAsIs,21F01963,10220,8617RC,,,Quality,Yes,Yes,2021-11-02 17:30:56.713000,2021-11-02 00:00:00,32.3,330106.0,Sharp Flash; Surfaces A & B: greater than or equal to 0.080”; Surface C: greater than or equal to 0.125”; All Surfaces: more than 3 locations in total,Visual,Molding,2021-09-30,C54,Tooling/ fixture wear,Wear on tooling causes variation,CLOSED,Container
237,NC-IL081-34916,2021-09-29 00:00:00,"CFF-V-Flash (Non-Functional Area), Gate",UseAsIs,21G20263,1790,8617U,,,Quality,Yes,Yes,2021-11-02 17:30:56.713000,2021-11-02 00:00:00,32.0,57280.0,Sharp Flash; Surfaces A & B: greater than or equal to 0.080”; Surface C: greater than or equal to 0.125”; All Surfaces: more than 3 locations in total,Visual,Molding,2021-09-30,C54,Tooling/ fixture wear,Wear on tooling causes variation,CLOSED,Container
238,NC-IL081-34916,2021-09-29 00:00:00,"CFF-V-Flash (Non-Functional Area), Gate",UseAsIs,21H10963,14350,8618RC,,,Quality,Yes,Yes,2021-11-02 17:30:56.713000,2021-11-02 00:00:00,44.8,642880.0,Sharp Flash; Surfaces A & B: greater than or equal to 0.080”; Surface C: greater than or equal to 0.125”; All Surfaces: more than 3 locations in total,Visual,Molding,2021-09-30,C54,Tooling/ fixture wear,Wear on tooling causes variation,CLOSED,Container
239,NC-IL081-34940,2021-09-30 00:00:00,SFF-P-F-Tolerance on Graduated Capacity,Accept,21J14563X,3500,8881112059,,,Quality,Yes,Yes,2021-10-12 14:26:59.337000,2021-10-12 00:00:00,61.8,216300.0,Tolerance on Graduated Capacity,,,2021-09-30,S7N,Printer Malfunction,"Parts were jumping off the chain too early due to the back rail front end now being evenly set with the back end of the back rail, resulting in twisted print.",CLOSED,Syringe
240,NC-IL081-35011,2021-10-04 00:00:00,SFF-M-V-Flash/Gate 1,Accept,21J17263X,3500,8881412012,,,Quality Assurance,Yes,Yes,2021-10-12 14:54:49.143000,2021-10-12 00:00:00,78.7,275450.0,Flash Type 1: Flash in Fluid Path (Luer Tip) exceeds 1/64” (.016”). Does not meets drawing specification,,,2021-10-04,S4P,Loose guard,Guard on heater 1 was loose causing parts to hit against and scrape the material,CLOSED,Syringe
241,NC-IL081-35293,2021-10-15 00:00:00,SFF-SA-V-Damaged Components 1,Accept,20F15063X,1,8881112059,,,Quality,Yes,Yes,2021-10-28 15:13:52.063000,2021-10-28 00:00:00,61.8,61.8,Damaged Components Type 1: Damaged product/components (non-functional),,,2021-10-15,S2R,Bent cylinder pin,The side B rubber tip insert cylinder pin was bent causing the rubber tip to be dragged down the inside of the barrel on its side not allowing the plunger to fully assemble due to not being centered.,CLOSED,Syringe
242,NC-IL081-35489,2021-10-25 00:00:00,CFF-V-Incorrect Items,Accept,21J03663,7775,8991,,,Quality,Yes,Yes,2021-11-12 19:37:13.900000,2021-11-12 00:00:00,36.3,282232.5,Incorrect IFU/Absorbent pads/Other Kit items/Other Labels in the Overshipper Box,Visual,Assembly,2021-10-25,C52,Incorrect component used,"The Manufacturing Associate then failed to follow and verify GS20003049 which clearly states to complete in process requirements sections 1 to 4 (Documentation, components, visual and packaging) and record on Device History Record.",CLOSED,Container
243,NC-IL081-35610,2021-10-30 00:00:00,SFF-M-V-Drag Marks/Gouges/Nicks Scratches,Accept,21K06863X,36800,6492743,,,Quality,Yes,Yes,2021-11-17 21:05:46.037000,2021-11-17 00:00:00,0.1,3680.0,Not Found,Not Found,Not Found,2021-10-30,S7R,Tooling/ fixture damaged,Damaged tooling/ fixture causing process variation,CLOSED,Syringe
244,NC-IL081-35644,2021-11-01 00:00:00,CFF-V-Quantity per Case,Accept,21G19863,36480,8950SA-,,,Quality,Yes,Yes,2021-11-12 18:27:22,2021-11-12 00:00:00,,,Missing product (Containers/Lids/IFU/Other Kit items/Other Labels),Visual,Assembly,2021-11-01,C83,Human Error,The employee failed to pack the correct amount of lids in the boxes because they were falling behind and in a rush to catch up.,CLOSED,Container
245,NC-IL081-35652,2021-11-01 00:00:00,SFF-M-V-Broken/Damaged 1,Accept,21K03263X,153120,8881512878,,,Quality,Yes,Yes,2021-11-17 19:25:51.013000,2021-11-17 00:00:00,102.1,15633552.0,Broken or damaged product rendering it Non Functional,,,2021-11-01,S2D,pin came out of the core,The pin on cavity 29B came out of the core,CLOSED,Syringe
246,NC-IL081-35729,2021-11-03 00:00:00,CFF-V-Quantity per Case,Accept,21G18363,2880,8934,,,Quality,Yes,Yes,2021-11-17 22:52:07.317000,2021-11-17 00:00:00,78.4,225792.00000000003,Missing product (Containers/Lids/IFU/Other Kit items/Other Labels),Visual,Assembly,2021-11-04,C67,Human Error,Human Error,CLOSED,Container
247,NC-IL081-35854,2021-11-08 00:00:00,CFF-V-Quantity per Case,Accept,21K07563,45980,8507SA,,,Quality,Yes,Yes,2021-11-12 17:50:10.863000,2021-11-12 00:00:00,32.0,1471360.0,Missing product (Containers/Lids/IFU/Other Kit items/Other Labels),Visual,Assembly,2021-11-08,193,Human Error,Human Error,CLOSED,Container
248,NC-IL081-35943,2021-11-11 00:00:00,SFF-PPSP-V-Labeling/Print 4,Accept,21L01163X,42,8881512852,,,Quality,Yes,Yes,2021-11-17 22:45:22.753000,2021-11-17 00:00:00,97.7,4103.400000000001,Fails UDI Grade Test,,,2021-11-11,S3P,Human Error,The packer was up and down which caused the cartridges to dry out and the Cell Tech did not wipe/clean the cartridges resulting in unreadable print.,CLOSED,Syringe
249,NC-IL081-36010,2021-11-15 00:00:00,Out of Validated Parameter,Accept,21K07663,34200,8507SA,,,Quality,Yes,Yes,2021-11-29 19:04:21.213000,2021-11-29 00:00:00,32.0,1094400.0,,Not Specified,Process,2021-11-15,C25,Human Error,The Cell Tech documented the Fill Time PCR reading out of parameters because they were in a rush to catch up on parts at the cell.,CLOSED,Container
250,NC-IL081-36075,2021-11-17 00:00:00,Out of Validated Parameter,Accept,21K07763,30480,8507SA,,,Quality,Yes,Yes,2021-11-23 21:30:30.837000,2021-11-23 00:00:00,32.0,975360.0,,Not Specified,Process,2021-11-17,131,Human Error,The most likely root cause is that the Cell Tech documented the Fill Time PCR reading out of parameters prior to the process being stabilized.,CLOSED,Container
251,NC-IL081-16818,2019-10-10 00:00:00,Documentation Not Approved,Hold,19K00963X,144000,8881112015,,,Quality,Yes,Yes,2020-02-18 21:20:37.073000,2020-01-28 00:00:00,165.3,23803200.0,Not Found,Not Found,Not Found,2019-10-10,S8K,Operator error,Operator failed to confirm rubber tip component number on the bill of materials when supplying the line. The Rayco part #4101801 is an alternate/ replacement for the West part #4001801 but the CDP had not been approved and the Bill of Material had not been updated.,CLOSED,Syringe
252,NC-IL081-16818,2019-10-10 00:00:00,Documentation Not Approved,Hold,19K00863X,67000,8881112015,,,Quality,Yes,Yes,2020-02-18 21:20:37.073000,2020-01-28 00:00:00,165.3,11075100.0,Not Found,Not Found,Not Found,2019-10-10,S8K,Operator error,Operator failed to confirm rubber tip component number on the bill of materials when supplying the line. The Rayco part #4101801 is an alternate/ replacement for the West part #4001801 but the CDP had not been approved and the Bill of Material had not been updated.,CLOSED,Syringe
253,NC-IL081-17815,2019-11-07 00:00:00,SFF-SA-V-Damaged Components 1,Hold,19J04163X,124000,4502570,,,Quality,Yes,Yes,2019-12-23 18:10:19.860000,2019-11-18 00:00:00,0.1,12400.0,Damaged Components Type 1: Damaged product/components (non-functional),,,2019-11-07,S8K,Machine Failure,Machine Failure,CLOSED,Syringe
254,NC-IL081-17815,2019-11-07 00:00:00,SFF-SA-V-Damaged Components 1,Hold,19J10363X,115000,4502570,,,Quality,Yes,Yes,2019-12-23 18:10:19.860000,2019-11-18 00:00:00,0.1,11500.0,Damaged Components Type 1: Damaged product/components (non-functional),,,2019-11-07,S8K,Machine Failure,Machine Failure,CLOSED,Syringe
255,NC-IL081-17815,2019-11-07 00:00:00,SFF-SA-V-Damaged Components 1,Hold,19J10563X,154000,4502570,,,Quality,Yes,Yes,2019-12-23 18:10:19.860000,2019-11-18 00:00:00,0.1,15400.0,Damaged Components Type 1: Damaged product/components (non-functional),,,2019-11-07,S8K,Machine Failure,Machine Failure,CLOSED,Syringe
256,NC-IL081-17815,2019-11-07 00:00:00,SFF-SA-V-Damaged Components 1,Hold,19J10463X,179000,4502570,,,Quality,Yes,Yes,2019-12-23 18:10:19.860000,2019-11-18 00:00:00,0.1,17900.0,Damaged Components Type 1: Damaged product/components (non-functional),,,2019-11-07,S8K,Machine Failure,Machine Failure,CLOSED,Syringe
257,NC-IL081-17815,2019-11-07 00:00:00,SFF-SA-V-Damaged Components 1,Hold,19J10163X,199000,4502570,,,Quality,Yes,Yes,2019-12-23 18:10:19.860000,2019-11-18 00:00:00,0.1,19900.0,Damaged Components Type 1: Damaged product/components (non-functional),,,2019-11-07,S8K,Machine Failure,Machine Failure,CLOSED,Syringe
258,NC-IL081-17815,2019-11-07 00:00:00,SFF-SA-V-Damaged Components 1,Hold,19J04763X,257000,4502570,,,Quality,Yes,Yes,2019-12-23 18:10:19.860000,2019-11-18 00:00:00,0.1,25700.0,Damaged Components Type 1: Damaged product/components (non-functional),,,2019-11-07,S8K,Machine Failure,Machine Failure,CLOSED,Syringe
259,NC-IL081-17815,2019-11-07 00:00:00,SFF-SA-V-Damaged Components 1,Hold,19J10763X,274000,4502570,,,Quality,Yes,Yes,2019-12-23 18:10:19.860000,2019-12-20 00:00:00,0.1,27400.0,Damaged Components Type 1: Damaged product/components (non-functional),,,2019-11-07,S8K,Machine Failure,Machine Failure,CLOSED,Syringe
260,NC-IL081-17815,2019-11-07 00:00:00,SFF-SA-V-Damaged Components 1,Hold,19J04663X,298000,4502570,,,Quality,Yes,Yes,2019-12-23 18:10:19.860000,2019-11-18 00:00:00,0.1,29800.0,Damaged Components Type 1: Damaged product/components (non-functional),,,2019-11-07,S8K,Machine Failure,Machine Failure,CLOSED,Syringe
261,NC-IL081-17815,2019-11-07 00:00:00,SFF-SA-V-Damaged Components 1,Hold,19J10263X,312000,4502570,,,Quality,Yes,Yes,2019-12-23 18:10:19.860000,2019-11-18 00:00:00,0.1,31200.0,Damaged Components Type 1: Damaged product/components (non-functional),,,2019-11-07,S8K,Machine Failure,Machine Failure,CLOSED,Syringe
262,NC-IL081-17815,2019-11-07 00:00:00,SFF-SA-V-Damaged Components 1,Hold,19J14763X,24000,4502570,,,Quality,Yes,Yes,2019-12-23 18:10:19.860000,2019-12-20 00:00:00,0.1,2400.0,Damaged Components Type 1: Damaged product/components (non-functional),,,2019-11-07,S8K,Machine Failure,Machine Failure,CLOSED,Syringe
263,NC-IL081-17815,2019-11-07 00:00:00,SFF-SA-V-Damaged Components 1,Hold,19J14963X,335000,4502570,,,Quality,Yes,Yes,2019-12-23 18:10:19.860000,2019-11-18 00:00:00,0.1,33500.0,Damaged Components Type 1: Damaged product/components (non-functional),,,2019-11-07,S8K,Machine Failure,Machine Failure,CLOSED,Syringe
264,NC-IL081-17815,2019-11-07 00:00:00,SFF-SA-V-Damaged Components 1,Hold,19K16863X,335000,4502570,,,Quality,Yes,Yes,2019-12-23 18:10:19.860000,2019-11-18 00:00:00,0.1,33500.0,Damaged Components Type 1: Damaged product/components (non-functional),,,2019-11-07,S8K,Machine Failure,Machine Failure,CLOSED,Syringe
265,NC-IL081-17815,2019-11-07 00:00:00,SFF-SA-V-Damaged Components 1,Hold,19K16763X,335000,4502570,,,Quality,Yes,Yes,2019-12-23 18:10:19.860000,2019-11-18 00:00:00,0.1,33500.0,Damaged Components Type 1: Damaged product/components (non-functional),,,2019-11-07,S8K,Machine Failure,Machine Failure,CLOSED,Syringe
266,NC-IL081-17815,2019-11-07 00:00:00,SFF-SA-V-Damaged Components 1,Hold,19K17063X,335000,4502570,,,Quality,Yes,Yes,2019-12-23 18:10:19.860000,2019-11-18 00:00:00,0.1,33500.0,Damaged Components Type 1: Damaged product/components (non-functional),,,2019-11-07,S8K,Machine Failure,Machine Failure,CLOSED,Syringe
267,NC-IL081-17815,2019-11-07 00:00:00,SFF-SA-V-Damaged Components 1,Hold,19J14063X,335000,4502570,,,Quality,Yes,Yes,2019-12-23 18:10:19.860000,2019-11-18 00:00:00,0.1,33500.0,Damaged Components Type 1: Damaged product/components (non-functional),,,2019-11-07,S8K,Machine Failure,Machine Failure,CLOSED,Syringe
268,NC-IL081-17815,2019-11-07 00:00:00,SFF-SA-V-Damaged Components 1,Hold,19K17163X,335000,4502570,,,Quality,Yes,Yes,2019-12-23 18:10:19.860000,2019-11-18 00:00:00,0.1,33500.0,Damaged Components Type 1: Damaged product/components (non-functional),,,2019-11-07,S8K,Machine Failure,Machine Failure,CLOSED,Syringe
269,NC-IL081-17815,2019-11-07 00:00:00,SFF-SA-V-Damaged Components 1,Hold,19K17563X,335000,4502570,,,Quality,Yes,Yes,2019-12-23 18:10:19.860000,2019-11-18 00:00:00,0.1,33500.0,Damaged Components Type 1: Damaged product/components (non-functional),,,2019-11-07,S8K,Machine Failure,Machine Failure,CLOSED,Syringe
270,NC-IL081-17815,2019-11-07 00:00:00,SFF-SA-V-Damaged Components 1,Hold,19K17663X,335000,4502570,,,Quality,Yes,Yes,2019-12-23 18:10:19.860000,2019-11-18 00:00:00,0.1,33500.0,Damaged Components Type 1: Damaged product/components (non-functional),,,2019-11-07,S8K,Machine Failure,Machine Failure,CLOSED,Syringe
